danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,eventtype
0.87,0.464,4,-8.337,1,0.178,0.205,0,0.0902,0.457,112.974,audio_features,7aXuop4Qambx5Oi3ynsKQr,spotify:track:7aXuop4Qambx5Oi3ynsKQr,https://api.spotify.com/v1/tracks/7aXuop4Qambx5Oi3ynsKQr,https://api.spotify.com/v1/audio-analysis/7aXuop4Qambx5Oi3ynsKQr,251989,4,club
0.743,0.571,11,-8.038,1,0.505,0.329,0,0.522,0.571,172.056,audio_features,79XrkTOfV1AqySNjVlygpW,spotify:track:79XrkTOfV1AqySNjVlygpW,https://api.spotify.com/v1/tracks/79XrkTOfV1AqySNjVlygpW,https://api.spotify.com/v1/audio-analysis/79XrkTOfV1AqySNjVlygpW,181933,4,club
0.6,0.736,1,-3.533,0,0.0364,0.0255,0.000139,0.167,0.122,91.99,audio_features,23SZWX2IaDnxmhFsSLvkG2,spotify:track:23SZWX2IaDnxmhFsSLvkG2,https://api.spotify.com/v1/tracks/23SZWX2IaDnxmhFsSLvkG2,https://api.spotify.com/v1/audio-analysis/23SZWX2IaDnxmhFsSLvkG2,357653,4,club
0.743,0.962,11,-3.205,0,0.0629,0.00445,0.613,0.352,0.643,127.99,audio_features,4qPnE8jBZN3wmgGxspsOcP,spotify:track:4qPnE8jBZN3wmgGxspsOcP,https://api.spotify.com/v1/tracks/4qPnE8jBZN3wmgGxspsOcP,https://api.spotify.com/v1/audio-analysis/4qPnE8jBZN3wmgGxspsOcP,270000,4,club
0.778,0.741,10,-4.97,0,0.0484,0.0538,0.00000204,0.29,0.364,102.95,audio_features,0NTMtAO2BV4tnGvw9EgBVq,spotify:track:0NTMtAO2BV4tnGvw9EgBVq,https://api.spotify.com/v1/tracks/0NTMtAO2BV4tnGvw9EgBVq,https://api.spotify.com/v1/audio-analysis/0NTMtAO2BV4tnGvw9EgBVq,219306,4,club
0.854,0.645,6,-8.021,0,0.141,0.0417,0.000115,0.103,0.569,142.053,audio_features,5uqphUYsR45kPYplrYSAQh,spotify:track:5uqphUYsR45kPYplrYSAQh,https://api.spotify.com/v1/tracks/5uqphUYsR45kPYplrYSAQh,https://api.spotify.com/v1/audio-analysis/5uqphUYsR45kPYplrYSAQh,260453,4,club
0.747,0.705,9,-5.137,0,0.126,0.0128,0,0.126,0.56,136.024,audio_features,02M6vucOvmRfMxTXDUwRXu,spotify:track:02M6vucOvmRfMxTXDUwRXu,https://api.spotify.com/v1/tracks/02M6vucOvmRfMxTXDUwRXu,https://api.spotify.com/v1/audio-analysis/02M6vucOvmRfMxTXDUwRXu,213507,4,club
0.746,0.873,7,-3.803,1,0.128,0.0244,0,0.354,0.817,148.075,audio_features,3twQx3psUMJKj4wna5d1zU,spotify:track:3twQx3psUMJKj4wna5d1zU,https://api.spotify.com/v1/tracks/3twQx3psUMJKj4wna5d1zU,https://api.spotify.com/v1/audio-analysis/3twQx3psUMJKj4wna5d1zU,222093,4,club
0.823,0.563,6,-5.095,1,0.0443,0.0399,0,0.0851,0.682,98.031,audio_features,0k6DnZMLoEUH8NGD5zh2SE,spotify:track:0k6DnZMLoEUH8NGD5zh2SE,https://api.spotify.com/v1/tracks/0k6DnZMLoEUH8NGD5zh2SE,https://api.spotify.com/v1/audio-analysis/0k6DnZMLoEUH8NGD5zh2SE,225227,4,club
0.652,0.748,0,-5.242,1,0.0887,0.0849,0,0.604,0.652,94.1,audio_features,1z6WtY7X4HQJvzxC4UgkSf,spotify:track:1z6WtY7X4HQJvzxC4UgkSf,https://api.spotify.com/v1/tracks/1z6WtY7X4HQJvzxC4UgkSf,https://api.spotify.com/v1/audio-analysis/1z6WtY7X4HQJvzxC4UgkSf,267413,4,club
0.412,0.441,11,-11.523,0,0.291,0.0296,0.0726,0.306,0.174,185.571,audio_features,5hgnY0mVcVetszbb85qeDg,spotify:track:5hgnY0mVcVetszbb85qeDg,https://api.spotify.com/v1/tracks/5hgnY0mVcVetszbb85qeDg,https://api.spotify.com/v1/audio-analysis/5hgnY0mVcVetszbb85qeDg,319467,4,club
0.47,0.792,0,-8.932,1,0.26,0.171,0.00000128,0.313,0.214,170.085,audio_features,40xhyfAPDoMtv494MfPevP,spotify:track:40xhyfAPDoMtv494MfPevP,https://api.spotify.com/v1/tracks/40xhyfAPDoMtv494MfPevP,https://api.spotify.com/v1/audio-analysis/40xhyfAPDoMtv494MfPevP,215947,4,club
0.665,0.787,5,-5.73,1,0.151,0.308,0,0.219,0.699,167.349,audio_features,3axkNosdVQLZiq1HakuGhc,spotify:track:3axkNosdVQLZiq1HakuGhc,https://api.spotify.com/v1/tracks/3axkNosdVQLZiq1HakuGhc,https://api.spotify.com/v1/audio-analysis/3axkNosdVQLZiq1HakuGhc,212147,4,club
0.762,0.661,1,-6.075,0,0.0687,0.15,0,0.256,0.769,130.009,audio_features,1hGy2eLcmC8eKx7qr1tOqx,spotify:track:1hGy2eLcmC8eKx7qr1tOqx,https://api.spotify.com/v1/tracks/1hGy2eLcmC8eKx7qr1tOqx,https://api.spotify.com/v1/audio-analysis/1hGy2eLcmC8eKx7qr1tOqx,225373,4,club
0.641,0.72,11,-4.326,1,0.0552,0.0102,0,0.154,0.578,77.969,audio_features,27mhCGdAA8gM7b33KIiB3k,spotify:track:27mhCGdAA8gM7b33KIiB3k,https://api.spotify.com/v1/tracks/27mhCGdAA8gM7b33KIiB3k,https://api.spotify.com/v1/audio-analysis/27mhCGdAA8gM7b33KIiB3k,222027,4,club
0.918,0.609,10,-5.64,0,0.0791,0.0928,0,0.139,0.304,128.008,audio_features,0CAfXk7DXMnon4gLudAp7J,spotify:track:0CAfXk7DXMnon4gLudAp7J,https://api.spotify.com/v1/tracks/0CAfXk7DXMnon4gLudAp7J,https://api.spotify.com/v1/audio-analysis/0CAfXk7DXMnon4gLudAp7J,231400,4,club
0.937,0.738,5,-5.301,0,0.0478,0.292,0,0.106,0.911,118.994,audio_features,2kQuhkFX7uSVepCD3h29g5,spotify:track:2kQuhkFX7uSVepCD3h29g5,https://api.spotify.com/v1/tracks/2kQuhkFX7uSVepCD3h29g5,https://api.spotify.com/v1/audio-analysis/2kQuhkFX7uSVepCD3h29g5,212360,4,club
0.891,0.949,2,-5.714,1,0.0493,0.0207,0.000269,0.0685,0.878,119.992,audio_features,0FzNsTG8naVP0O4HTnM7Bp,spotify:track:0FzNsTG8naVP0O4HTnM7Bp,https://api.spotify.com/v1/tracks/0FzNsTG8naVP0O4HTnM7Bp,https://api.spotify.com/v1/audio-analysis/0FzNsTG8naVP0O4HTnM7Bp,254120,4,club
0.732,0.659,8,-6.089,1,0.225,0.109,0,0.141,0.575,148.001,audio_features,3iL2l5gUqyPS6vDwJFgJTR,spotify:track:3iL2l5gUqyPS6vDwJFgJTR,https://api.spotify.com/v1/tracks/3iL2l5gUqyPS6vDwJFgJTR,https://api.spotify.com/v1/audio-analysis/3iL2l5gUqyPS6vDwJFgJTR,288133,4,club
0.647,0.924,10,-4.957,1,0.33,0.25,0,0.519,0.614,173.962,audio_features,15JINEqzVMv3SvJTAXAKED,spotify:track:15JINEqzVMv3SvJTAXAKED,https://api.spotify.com/v1/tracks/15JINEqzVMv3SvJTAXAKED,https://api.spotify.com/v1/audio-analysis/15JINEqzVMv3SvJTAXAKED,263373,4,club
0.817,0.74,9,-6.672,0,0.351,0.0721,0,0.11,0.805,85.826,audio_features,31oGe1NhvbUNyyQd3m6ErP,spotify:track:31oGe1NhvbUNyyQd3m6ErP,https://api.spotify.com/v1/tracks/31oGe1NhvbUNyyQd3m6ErP,https://api.spotify.com/v1/audio-analysis/31oGe1NhvbUNyyQd3m6ErP,268440,4,club
0.457,0.855,1,-4.877,1,0.382,0.204,0,0.28,0.59,162.164,audio_features,6cmV9y1PdQHjHiVtziGaon,spotify:track:6cmV9y1PdQHjHiVtziGaon,https://api.spotify.com/v1/tracks/6cmV9y1PdQHjHiVtziGaon,https://api.spotify.com/v1/audio-analysis/6cmV9y1PdQHjHiVtziGaon,257091,4,club
0.544,0.92,5,-1.474,0,0.277,0.244,0,0.19,0.519,105.307,audio_features,6HSqyfGnsHYw9MmIpa9zlZ,spotify:track:6HSqyfGnsHYw9MmIpa9zlZ,https://api.spotify.com/v1/tracks/6HSqyfGnsHYw9MmIpa9zlZ,https://api.spotify.com/v1/audio-analysis/6HSqyfGnsHYw9MmIpa9zlZ,357347,5,club
0.851,0.95,0,-1.097,0,0.269,0.513,0,0.222,0.679,114.661,audio_features,7Ie9W94M7OjPoZVV216Xus,spotify:track:7Ie9W94M7OjPoZVV216Xus,https://api.spotify.com/v1/tracks/7Ie9W94M7OjPoZVV216Xus,https://api.spotify.com/v1/audio-analysis/7Ie9W94M7OjPoZVV216Xus,248133,5,club
0.95,0.665,5,-4.286,0,0.061,0.0339,0,0.0453,0.76,104.504,audio_features,3yfqSUWxFvZELEM4PmlwIR,spotify:track:3yfqSUWxFvZELEM4PmlwIR,https://api.spotify.com/v1/tracks/3yfqSUWxFvZELEM4PmlwIR,https://api.spotify.com/v1/audio-analysis/3yfqSUWxFvZELEM4PmlwIR,284200,4,club
0.662,0.9,8,-3.364,1,0.209,0.268,0,0.0838,0.684,86.032,audio_features,4SE4yewyGpOYfxfx59Yjc5,spotify:track:4SE4yewyGpOYfxfx59Yjc5,https://api.spotify.com/v1/tracks/4SE4yewyGpOYfxfx59Yjc5,https://api.spotify.com/v1/audio-analysis/4SE4yewyGpOYfxfx59Yjc5,279013,4,club
0.717,0.927,11,-2.82,1,0.201,0.119,0,0.145,0.339,129.554,audio_features,7bHT9osSq1rwT2yaImzqCi,spotify:track:7bHT9osSq1rwT2yaImzqCi,https://api.spotify.com/v1/tracks/7bHT9osSq1rwT2yaImzqCi,https://api.spotify.com/v1/audio-analysis/7bHT9osSq1rwT2yaImzqCi,299507,4,club
0.779,0.743,6,-5.095,0,0.239,0.0378,0.00000171,0.462,0.533,80.057,audio_features,1PlMbi0Qkrlp9yVFM8JEXp,spotify:track:1PlMbi0Qkrlp9yVFM8JEXp,https://api.spotify.com/v1/tracks/1PlMbi0Qkrlp9yVFM8JEXp,https://api.spotify.com/v1/audio-analysis/1PlMbi0Qkrlp9yVFM8JEXp,404427,4,club
0.741,0.345,1,-11.31,1,0.0754,0.288,0,0.117,0.277,120.015,audio_features,6rje9f1wRFJDO2iTORw0lH,spotify:track:6rje9f1wRFJDO2iTORw0lH,https://api.spotify.com/v1/tracks/6rje9f1wRFJDO2iTORw0lH,https://api.spotify.com/v1/audio-analysis/6rje9f1wRFJDO2iTORw0lH,319973,4,club
0.926,0.474,0,-9.604,1,0.429,0.0341,0,0.0643,0.633,95.962,audio_features,3xJj1mU7B83yop2dA03Smk,spotify:track:3xJj1mU7B83yop2dA03Smk,https://api.spotify.com/v1/tracks/3xJj1mU7B83yop2dA03Smk,https://api.spotify.com/v1/audio-analysis/3xJj1mU7B83yop2dA03Smk,195056,4,club
0.587,0.566,0,-7.017,0,0.0528,0.0843,0,0.145,0.155,113.025,audio_features,2HNcNd5RPZ7DSRNbIl6JsP,spotify:track:2HNcNd5RPZ7DSRNbIl6JsP,https://api.spotify.com/v1/tracks/2HNcNd5RPZ7DSRNbIl6JsP,https://api.spotify.com/v1/audio-analysis/2HNcNd5RPZ7DSRNbIl6JsP,242519,4,club
0.705,0.758,9,-5.482,0,0.0506,0.142,0,0.109,0.569,107.965,audio_features,6FXNfYIY6iEeCKuIeSYWgg,spotify:track:6FXNfYIY6iEeCKuIeSYWgg,https://api.spotify.com/v1/tracks/6FXNfYIY6iEeCKuIeSYWgg,https://api.spotify.com/v1/audio-analysis/6FXNfYIY6iEeCKuIeSYWgg,215613,4,club
0.8,0.478,8,-7.874,1,0.181,0.427,0,0.134,0.687,135.957,audio_features,5xwpXWWkfJRqg1S27oVxh4,spotify:track:5xwpXWWkfJRqg1S27oVxh4,https://api.spotify.com/v1/tracks/5xwpXWWkfJRqg1S27oVxh4,https://api.spotify.com/v1/audio-analysis/5xwpXWWkfJRqg1S27oVxh4,259760,4,club
0.896,0.672,10,-6.875,0,0.0479,0.0525,0.0000314,0.12,0.523,105.098,audio_features,3keUgTGEoZJt0QkzTB6kHg,spotify:track:3keUgTGEoZJt0QkzTB6kHg,https://api.spotify.com/v1/tracks/3keUgTGEoZJt0QkzTB6kHg,https://api.spotify.com/v1/audio-analysis/3keUgTGEoZJt0QkzTB6kHg,219227,4,club
0.687,0.563,2,-6.214,1,0.163,0.184,0,0.0681,0.112,185.056,audio_features,1Ser4X0TKttOvo8bgdytTP,spotify:track:1Ser4X0TKttOvo8bgdytTP,https://api.spotify.com/v1/tracks/1Ser4X0TKttOvo8bgdytTP,https://api.spotify.com/v1/audio-analysis/1Ser4X0TKttOvo8bgdytTP,212947,4,club
0.657,0.569,1,-9.333,0,0.0397,0.0167,0.000131,0.132,0.196,120.025,audio_features,5y1VXHqmlOKSi6O2rZaYwV,spotify:track:5y1VXHqmlOKSi6O2rZaYwV,https://api.spotify.com/v1/tracks/5y1VXHqmlOKSi6O2rZaYwV,https://api.spotify.com/v1/audio-analysis/5y1VXHqmlOKSi6O2rZaYwV,281534,4,club
0.629,0.622,0,-8.906,1,0.0404,0.511,0.000174,0.383,0.264,115.293,audio_features,5iSEsR6NKjlC9SrIJkyL3k,spotify:track:5iSEsR6NKjlC9SrIJkyL3k,https://api.spotify.com/v1/tracks/5iSEsR6NKjlC9SrIJkyL3k,https://api.spotify.com/v1/audio-analysis/5iSEsR6NKjlC9SrIJkyL3k,295293,4,club
0.716,0.464,8,-6.003,1,0.24,0.00497,0.0000954,0.081,0.197,147.992,audio_features,7frWizM5FgJkaUl1rXhVtO,spotify:track:7frWizM5FgJkaUl1rXhVtO,https://api.spotify.com/v1/tracks/7frWizM5FgJkaUl1rXhVtO,https://api.spotify.com/v1/audio-analysis/7frWizM5FgJkaUl1rXhVtO,248467,4,club
0.889,0.597,9,-7.301,0,0.374,0.128,0.0004,0.0924,0.256,119.999,audio_features,5vIu19A3EEdHgFM4Cba6F4,spotify:track:5vIu19A3EEdHgFM4Cba6F4,https://api.spotify.com/v1/tracks/5vIu19A3EEdHgFM4Cba6F4,https://api.spotify.com/v1/audio-analysis/5vIu19A3EEdHgFM4Cba6F4,272720,4,club
0.91,0.711,1,-3.431,1,0.351,0.244,0,0.0497,0.516,141.92,audio_features,11XoSfqVlhBpWdYIHbiuGB,spotify:track:11XoSfqVlhBpWdYIHbiuGB,https://api.spotify.com/v1/tracks/11XoSfqVlhBpWdYIHbiuGB,https://api.spotify.com/v1/audio-analysis/11XoSfqVlhBpWdYIHbiuGB,172435,4,club
0.896,0.623,2,-8.008,1,0.0571,0.00257,0.000258,0.039,0.585,134.962,audio_features,6nmz4imkDcmtwMjocAzFSx,spotify:track:6nmz4imkDcmtwMjocAzFSx,https://api.spotify.com/v1/tracks/6nmz4imkDcmtwMjocAzFSx,https://api.spotify.com/v1/audio-analysis/6nmz4imkDcmtwMjocAzFSx,267024,4,club
0.853,0.547,1,-7.535,1,0.194,0.0565,0,0.341,0.676,142.065,audio_features,27GmP9AWRs744SzKcpJsTZ,spotify:track:27GmP9AWRs744SzKcpJsTZ,https://api.spotify.com/v1/tracks/27GmP9AWRs744SzKcpJsTZ,https://api.spotify.com/v1/audio-analysis/27GmP9AWRs744SzKcpJsTZ,205879,4,club
0.635,0.472,8,-3.869,0,0.511,0.00898,0,0.117,0.373,174.008,audio_features,5lFDtgWsjRJu8fPOAyJIAK,spotify:track:5lFDtgWsjRJu8fPOAyJIAK,https://api.spotify.com/v1/tracks/5lFDtgWsjRJu8fPOAyJIAK,https://api.spotify.com/v1/audio-analysis/5lFDtgWsjRJu8fPOAyJIAK,170638,4,club
0.813,0.453,1,-6.941,1,0.338,0.0933,0,0.14,0.191,161.997,audio_features,5nN8BwAQDJDguq7Dpd3JQQ,spotify:track:5nN8BwAQDJDguq7Dpd3JQQ,https://api.spotify.com/v1/tracks/5nN8BwAQDJDguq7Dpd3JQQ,https://api.spotify.com/v1/audio-analysis/5nN8BwAQDJDguq7Dpd3JQQ,208027,4,club
0.79,0.676,8,-6.432,0,0.271,0.00157,0,0.25,0.314,132.002,audio_features,7jslhIiELQkgW9IHeYNOWE,spotify:track:7jslhIiELQkgW9IHeYNOWE,https://api.spotify.com/v1/tracks/7jslhIiELQkgW9IHeYNOWE,https://api.spotify.com/v1/audio-analysis/7jslhIiELQkgW9IHeYNOWE,217707,4,club
0.715,0.561,1,-7.605,1,0.0721,0.024,0,0.0769,0.297,100.076,audio_features,1ID1QFSNNxi0hiZCNcwjUC,spotify:track:1ID1QFSNNxi0hiZCNcwjUC,https://api.spotify.com/v1/tracks/1ID1QFSNNxi0hiZCNcwjUC,https://api.spotify.com/v1/audio-analysis/1ID1QFSNNxi0hiZCNcwjUC,241853,4,club
0.857,0.537,1,-8.582,0,0.207,0.027,0,0.133,0.51,96.484,audio_features,26XUAwGZqQEyy8Ubhtj4kq,spotify:track:26XUAwGZqQEyy8Ubhtj4kq,https://api.spotify.com/v1/tracks/26XUAwGZqQEyy8Ubhtj4kq,https://api.spotify.com/v1/audio-analysis/26XUAwGZqQEyy8Ubhtj4kq,253547,4,club
0.816,0.578,10,-4.536,0,0.0986,0.0136,0.000012,0.0412,0.302,177.959,audio_features,2iDjCLUOGhJtz5cPHljGVd,spotify:track:2iDjCLUOGhJtz5cPHljGVd,https://api.spotify.com/v1/tracks/2iDjCLUOGhJtz5cPHljGVd,https://api.spotify.com/v1/audio-analysis/2iDjCLUOGhJtz5cPHljGVd,166707,4,club
0.737,0.763,5,-4.269,1,0.0445,0.089,0.044,0.0932,0.678,127.996,audio_features,241tGbMXEEjGviu1C2S1YW,spotify:track:241tGbMXEEjGviu1C2S1YW,https://api.spotify.com/v1/tracks/241tGbMXEEjGviu1C2S1YW,https://api.spotify.com/v1/audio-analysis/241tGbMXEEjGviu1C2S1YW,198080,4,club
0.618,0.717,7,-5.738,1,0.318,0.00256,0,0.625,0.603,190.05,audio_features,5NQbUaeTEOGdD6hHcre0dZ,spotify:track:5NQbUaeTEOGdD6hHcre0dZ,https://api.spotify.com/v1/tracks/5NQbUaeTEOGdD6hHcre0dZ,https://api.spotify.com/v1/audio-analysis/5NQbUaeTEOGdD6hHcre0dZ,196693,4,club
0.702,0.601,8,-4.401,0,0.0301,0.0129,0,0.534,0.582,139.98,audio_features,0YfA79zrPI3JTmpVBbACt2,spotify:track:0YfA79zrPI3JTmpVBbACt2,https://api.spotify.com/v1/tracks/0YfA79zrPI3JTmpVBbACt2,https://api.spotify.com/v1/audio-analysis/0YfA79zrPI3JTmpVBbACt2,221073,4,club
0.733,0.408,7,-7.834,0,0.0388,0.679,0.0000392,0.11,0.291,94.947,audio_features,4NYwy0R3NdvORX2B6OZXBT,spotify:track:4NYwy0R3NdvORX2B6OZXBT,https://api.spotify.com/v1/tracks/4NYwy0R3NdvORX2B6OZXBT,https://api.spotify.com/v1/audio-analysis/4NYwy0R3NdvORX2B6OZXBT,197854,4,club
0.592,0.423,3,-8.184,0,0.0904,0.269,0,0.207,0.607,60.014,audio_features,0725YWm6Z0TpZ6wrNk64Eb,spotify:track:0725YWm6Z0TpZ6wrNk64Eb,https://api.spotify.com/v1/tracks/0725YWm6Z0TpZ6wrNk64Eb,https://api.spotify.com/v1/audio-analysis/0725YWm6Z0TpZ6wrNk64Eb,304760,4,club
0.682,0.642,9,-5.643,1,0.152,0.0693,0,0.116,0.857,186.037,audio_features,6XkuklKiHYVTlVvWlTgQYP,spotify:track:6XkuklKiHYVTlVvWlTgQYP,https://api.spotify.com/v1/tracks/6XkuklKiHYVTlVvWlTgQYP,https://api.spotify.com/v1/audio-analysis/6XkuklKiHYVTlVvWlTgQYP,192253,4,club
0.878,0.446,11,-6.362,0,0.0635,0.503,0.00000632,0.117,0.805,138.035,audio_features,5FEXPoPnzueFJQCPRIrC3c,spotify:track:5FEXPoPnzueFJQCPRIrC3c,https://api.spotify.com/v1/tracks/5FEXPoPnzueFJQCPRIrC3c,https://api.spotify.com/v1/audio-analysis/5FEXPoPnzueFJQCPRIrC3c,221267,4,club
0.524,0.76,7,-6.577,1,0.0935,0.475,0.0000218,0.395,0.493,86.483,audio_features,1cdC9TCqyLwAlsw3fVJaJS,spotify:track:1cdC9TCqyLwAlsw3fVJaJS,https://api.spotify.com/v1/tracks/1cdC9TCqyLwAlsw3fVJaJS,https://api.spotify.com/v1/audio-analysis/1cdC9TCqyLwAlsw3fVJaJS,235627,4,club
0.663,0.638,1,-4.505,1,0.244,0.746,0,0.103,0.517,128.804,audio_features,75rDNLl8v6qVYHXGzfHv4c,spotify:track:75rDNLl8v6qVYHXGzfHv4c,https://api.spotify.com/v1/tracks/75rDNLl8v6qVYHXGzfHv4c,https://api.spotify.com/v1/audio-analysis/75rDNLl8v6qVYHXGzfHv4c,240027,4,club
0.663,0.638,1,-4.505,1,0.244,0.746,0,0.103,0.517,128.804,audio_features,75rDNLl8v6qVYHXGzfHv4c,spotify:track:75rDNLl8v6qVYHXGzfHv4c,https://api.spotify.com/v1/tracks/75rDNLl8v6qVYHXGzfHv4c,https://api.spotify.com/v1/audio-analysis/75rDNLl8v6qVYHXGzfHv4c,240027,4,club
0.763,0.656,2,-6.593,1,0.0967,0.0691,0,0.141,0.865,149.972,audio_features,0443sTFEmh8GVr5yHsVa7M,spotify:track:0443sTFEmh8GVr5yHsVa7M,https://api.spotify.com/v1/tracks/0443sTFEmh8GVr5yHsVa7M,https://api.spotify.com/v1/audio-analysis/0443sTFEmh8GVr5yHsVa7M,214165,4,club
0.835,0.756,7,-3.789,1,0.382,0.23,0,0.0801,0.87,173,audio_features,12d5QFwzh60IIHlsSnAvps,spotify:track:12d5QFwzh60IIHlsSnAvps,https://api.spotify.com/v1/tracks/12d5QFwzh60IIHlsSnAvps,https://api.spotify.com/v1/audio-analysis/12d5QFwzh60IIHlsSnAvps,177733,4,club
0.418,0.687,5,-4.293,1,0.105,0.202,0,0.111,0.549,79.449,audio_features,4dfCW8ynuItQ9ABweWyl4C,spotify:track:4dfCW8ynuItQ9ABweWyl4C,https://api.spotify.com/v1/tracks/4dfCW8ynuItQ9ABweWyl4C,https://api.spotify.com/v1/audio-analysis/4dfCW8ynuItQ9ABweWyl4C,238480,5,club
0.955,0.335,7,-8.492,0,0.102,0.136,0.000185,0.0801,0.493,119.952,audio_features,192FMB0B5V6ydpKBS6Bm0e,spotify:track:192FMB0B5V6ydpKBS6Bm0e,https://api.spotify.com/v1/tracks/192FMB0B5V6ydpKBS6Bm0e,https://api.spotify.com/v1/audio-analysis/192FMB0B5V6ydpKBS6Bm0e,170987,4,club
0.959,0.598,8,-5.534,1,0.0713,0.0358,0,0.358,0.408,127.029,audio_features,33JcUj9qQDayKswunZP9ar,spotify:track:33JcUj9qQDayKswunZP9ar,https://api.spotify.com/v1/tracks/33JcUj9qQDayKswunZP9ar,https://api.spotify.com/v1/audio-analysis/33JcUj9qQDayKswunZP9ar,213000,4,club
0.862,0.456,9,-9.499,0,0.0389,0.0425,0,0.356,0.368,99.973,audio_features,0CXVjQI9wsqaGeIARkkpYc,spotify:track:0CXVjQI9wsqaGeIARkkpYc,https://api.spotify.com/v1/tracks/0CXVjQI9wsqaGeIARkkpYc,https://api.spotify.com/v1/audio-analysis/0CXVjQI9wsqaGeIARkkpYc,247067,4,club
0.735,0.41,11,-8.735,0,0.2,0.19,0,0.341,0.164,114.812,audio_features,5InOp6q2vvx0fShv3bzFLZ,spotify:track:5InOp6q2vvx0fShv3bzFLZ,https://api.spotify.com/v1/tracks/5InOp6q2vvx0fShv3bzFLZ,https://api.spotify.com/v1/audio-analysis/5InOp6q2vvx0fShv3bzFLZ,275840,4,club
0.757,0.672,0,-6.524,0,0.0955,0.0186,0,0.158,0.382,111.996,audio_features,40YcuQysJ0KlGQTeGUosTC,spotify:track:40YcuQysJ0KlGQTeGUosTC,https://api.spotify.com/v1/tracks/40YcuQysJ0KlGQTeGUosTC,https://api.spotify.com/v1/audio-analysis/40YcuQysJ0KlGQTeGUosTC,251467,4,club
0.855,0.522,3,-5.54,1,0.226,0.196,0,0.1,0.355,139.917,audio_features,2okC0OWtgS86P2LC18IzHy,spotify:track:2okC0OWtgS86P2LC18IzHy,https://api.spotify.com/v1/tracks/2okC0OWtgS86P2LC18IzHy,https://api.spotify.com/v1/audio-analysis/2okC0OWtgS86P2LC18IzHy,238530,4,club
0.827,0.477,7,-10.408,0,0.275,0.535,0,0.136,0.558,95.03,audio_features,2durxb17bXcmQJHSt8JAdO,spotify:track:2durxb17bXcmQJHSt8JAdO,https://api.spotify.com/v1/tracks/2durxb17bXcmQJHSt8JAdO,https://api.spotify.com/v1/audio-analysis/2durxb17bXcmQJHSt8JAdO,310933,4,club
0.521,0.611,3,-5.255,1,0.109,0.361,0,0.0986,0.332,188.965,audio_features,6ZTHicDKhap2kVjpRVnTEo,spotify:track:6ZTHicDKhap2kVjpRVnTEo,https://api.spotify.com/v1/tracks/6ZTHicDKhap2kVjpRVnTEo,https://api.spotify.com/v1/audio-analysis/6ZTHicDKhap2kVjpRVnTEo,186467,3,club
0.599,0.538,11,-6.3,1,0.171,0.064,0,0.0927,0.56,183.941,audio_features,4m6D70k5xMmCDCB19u7Bi0,spotify:track:4m6D70k5xMmCDCB19u7Bi0,https://api.spotify.com/v1/tracks/4m6D70k5xMmCDCB19u7Bi0,https://api.spotify.com/v1/audio-analysis/4m6D70k5xMmCDCB19u7Bi0,219320,4,club
0.415,0.477,9,-5.223,1,0.0357,0.0556,0.00288,0.307,0.188,114.946,audio_features,6XMmChMU62XILB1evGYwTw,spotify:track:6XMmChMU62XILB1evGYwTw,https://api.spotify.com/v1/tracks/6XMmChMU62XILB1evGYwTw,https://api.spotify.com/v1/audio-analysis/6XMmChMU62XILB1evGYwTw,235587,4,club
0.619,0.539,1,-5.688,0,0.0409,0.326,0,0.106,0.39,112.006,audio_features,6WAxKNbZoGNzQTIvdMqkFs,spotify:track:6WAxKNbZoGNzQTIvdMqkFs,https://api.spotify.com/v1/tracks/6WAxKNbZoGNzQTIvdMqkFs,https://api.spotify.com/v1/audio-analysis/6WAxKNbZoGNzQTIvdMqkFs,206400,4,club
0.696,0.521,10,-8.465,0,0.332,0.302,0,0.0565,0.458,100,audio_features,62vpWI1CHwFy7tMIcSStl8,spotify:track:62vpWI1CHwFy7tMIcSStl8,https://api.spotify.com/v1/tracks/62vpWI1CHwFy7tMIcSStl8,https://api.spotify.com/v1/audio-analysis/62vpWI1CHwFy7tMIcSStl8,292987,4,club
0.65,0.508,9,-11.227,0,0.135,0.577,0.00372,0.0792,0.504,143.96,audio_features,6BYVAEPmqWVUSqtrQpvLTT,spotify:track:6BYVAEPmqWVUSqtrQpvLTT,https://api.spotify.com/v1/tracks/6BYVAEPmqWVUSqtrQpvLTT,https://api.spotify.com/v1/audio-analysis/6BYVAEPmqWVUSqtrQpvLTT,233880,4,club
0.657,0.48,5,-9.06,1,0.0328,0.5,0.0000707,0.0902,0.352,122.057,audio_features,3wyJ90In0gjiWYgXniY4Op,spotify:track:3wyJ90In0gjiWYgXniY4Op,https://api.spotify.com/v1/tracks/3wyJ90In0gjiWYgXniY4Op,https://api.spotify.com/v1/audio-analysis/3wyJ90In0gjiWYgXniY4Op,204907,4,club
0.671,0.672,4,-9.188,0,0.12,0.103,0.0000398,0.074,0.186,117.96,audio_features,5DSr1NMci58MEgS20vivSL,spotify:track:5DSr1NMci58MEgS20vivSL,https://api.spotify.com/v1/tracks/5DSr1NMci58MEgS20vivSL,https://api.spotify.com/v1/audio-analysis/5DSr1NMci58MEgS20vivSL,240680,4,club
